entity name,remitter_value,beneficiary_value,remitter_share_%,beneficiary_share_%
shivalik small finance bank limited acquirer,0.01,0.01,2.39E-08,2.39E-08
baramulla central cooperative bank,0.007,0.9872997,1.67E-08,2.36E-06
district cooperative bank ltd sitapur,0.006,0.0117364,1.43E-08,2.80E-08
luc,0.005248181,0.0243308,1.25E-08,5.81E-08
the sardargunj mercantile coop bank ltd patan,0.0038396,0.1501596,9.18E-09,3.59E-07
the pollachi cooperative urban bank,0.002025,0.0181338,4.84E-09,4.33E-08
terna nagari sahakari bank ltd osmanabad,0.001105,0.0329793,2.64E-09,7.88E-08
vikas urban co operative bank niyamitha,0.0005,1.1243662,1.19E-09,2.69E-06
appnit technologies private,0.0003451,3510.223507,8.25E-10,0.008388676
the hansot nagarik sahakari bank,0.0003025,0.108,7.23E-10,2.58E-07
revolut payments india private,4.66E-05,0.0001355,1.11E-10,3.24E-10
vani merchant coop,2.00E-06,0.0001019,4.78E-12,2.44E-10
the urban cooperative bank limited anantnag,0,0.5887737,0,1.41E-06
the guntur coop urban bank,0,3.4593979,0,8.27E-06
the urban cooperative bank ltd maunath,0,0.467504,0,1.12E-06
the urban cooperative bank shikaripur,0,0.2028616,0,4.85E-07
amravati merchant coop bank,0,6.671590013,0,1.59E-05
col rd nikam sainik sahakari bank,0,3.572517268,0,8.54E-06
anand mercantile coop,0,12.22085747,0,2.92E-05
the singhbhum district central,0,0.0026831,0,6.41E-09
the union,0,0.3971736,0,9.49E-07
the sircilla cooperative urban bank,0,0.8136677,0,1.94E-06
reserve employees coop,0,2.2712239,0,5.43E-06
baroda guj gramin bank,0,255.8205864,0,0.000611356
sadguru gahininath urban coop bank,0,1.2839638,0,3.07E-06
renuka nagrik sahakari bank maryadit ambikapur,0,0.028801,0,6.88E-08
the trichur urban coop bank,0,5.84939094,0,1.40E-05
raj rajeshwari mahila nagrik sahakari bank,0,0.021279,0,5.09E-08
railways coop,0,1.0677029,0,2.55E-06
raigarh nagrik sahakari bank maryadit raigarh,0,0.0804126,0,1.92E-07
feroke co op urban bank,0,3.150684754,0,7.53E-06
dadasaheb ramroa patil cooperative bank,0,2.1828301,0,5.22E-06
the dindigul urban coop bank,0,0.0522,0,1.25E-07
tellicherry cooperative urban bank,0,0.1452045,0,3.47E-07
krishna urban co operative bank ltd kaij,0,1.119788,0,2.68E-06
krishiseva urban coop bank ltdkole,0,0.296929696,0,7.10E-07
koylanchal urban coop bank,0,5.030067594,0,1.20E-05
sahyadri mahila urban coop bank,0,0.622797,0,1.49E-06
tavaragera pattana souharda sahakarabankniyamitha,0,0.0107696,0,2.57E-08
the dhinoj nagrik sahkari bank,0,0.0005,0,1.19E-09
coop bank of baroda,0,0.0345966,0,8.27E-08
the gudiyattam coop urban,0,0.0425658,0,1.02E-07
raniganj co operative,0,0.6448612,0,1.54E-06
rani laxmibai urban coop bank,0,2.3428633,0,5.60E-06
ranaghat peoples co operative bank,0,0.317033,0,7.58E-07
ramanagaram urban,0,0.0872453,0,2.08E-07
rajarshi shahu govt servants coop bank ltd kolhap,0,1.3658127,0,3.26E-06
kovilpatti urban coop bank,0,0.6556641,0,1.57E-06
mysore zilla mahila sahakara bank niyamitha mysore,0,0.0554,0,1.32E-07
sanawad nagrik sahakari bank maryaditsanawad,0,0.2187588,0,5.23E-07
sandur pattana souharda sahakari bank niyamitha,0,0.80156148,0,1.92E-06
the taliparamba coop urban bank,0,0.2902429,0,6.94E-07
the swarna cooperative urban bank,0,0.1955076,0,4.67E-07
sangli urban coop bank,0,32.0622684,0,7.66E-05
goa urban co op,0,30.64147422,0,7.32E-05
ganraj nagari sahakari bank ltd beed,0,0.3370101,0,8.05E-07
ganesh sahakari ban,0,0.2959538,0,7.07E-07
the srivilliputhur coop urban,0,0.0317374,0,7.58E-08
alwayeurbancoopbankltd,0,2.3726374,0,5.67E-06
the graduates cooperative bank,0,0.1407657,0,3.36E-07
the gandhidham coop bank,0,16.40879599,0,3.92E-05
the gadchiroli nagari sahakari bank maryadit gadch,0,0.1253335,0,3.00E-07
suvarna,0,1.49408717,0,3.57E-06
lic of india staff coop bank,0,0.60508908,0,1.45E-06
laxmi bai mahila nagrik sah,0,1.7234273,0,4.12E-06
lala urban coop bank ltd narayangaon,0,17.82104808,0,4.26E-05
kuttiady coop urban,0,0.2763961,0,6.61E-07
sumitomo mitsuianking corporation,0,9.203887034,0,2.20E-05
the fatehgarh sahib central cooperative bank,0,2.3946404,0,5.72E-06
the farrukhabad district co operative bank,0,0.2692695,0,6.43E-07
the sivakasi cooperative urban bank limited tami,0,1.650781386,0,3.95E-06
the sonepat urban co op bank,0,0.3378987,0,8.08E-07
the town cooperative bank limited sira,0,1.3599128,0,3.25E-06
the tiruthuraipundi coop urban bank,0,0.0110888,0,2.65E-08
the tirupur coop urban bank,0,0.453019385,0,1.08E-06
the tiruchirapalli city cooperative bank,0,0.8069703,0,1.93E-06
jila sahakari kendriya bank maryadit hoshangabad,0,18.61554056,0,4.45E-05
jila sahakari kendriya bank maryadit balaghat,0,2.0330993,0,4.86E-06
jila sahakari kendriya,0,81.69280732,0,0.000195228
jijamata mahila sahakari bank ltd pune,0,20.16388028,0,4.82E-05
jijamata mahila nagari sahakari bank maryadit,0,1.381947,0,3.30E-06
nagpur dist cent coop bank,0,1.284187411,0,3.07E-06
jharneshwer nagrik sahkari bnk,0,11.57292356,0,2.77E-05
nabagram peoples cooperative credit bank,0,0.6514322,0,1.56E-06
the eastern railway employees coop bank,0,4.956188,0,1.18E-05
rukmini sahakari bank ltd pandharpur,0,0.370395447,0,8.85E-07
sai sanjivani co operative bank ltd kopargaon,0,1.2226371,0,2.92E-06
ropar central co operative,0,2.63997835,0,6.31E-06
nagnath urban cooperative bank ltdhingoli,0,0.9279919,0,2.22E-06
salur coop urban bank,0,0.1215862,0,2.91E-07
nagina urban cooperative bank,0,0.0321915,0,7.69E-08
samta sahakari bank ltd dewas,0,0.491678718,0,1.18E-06
nagarik sahakari bank maryadit jagdalpur,0,0.0345892,0,8.27E-08
nagar sahkari bank,0,1.0524398,0,2.52E-06
nagaland rural,0,0.0852,0,2.04E-07
nadapuram coop urban,0,0.6783474,0,1.62E-06
the eluri coop urban,0,3.134488192,0,7.49E-06
papanasam urban bank,0,0.0241331,0,5.77E-08
osmanabad janata sahakari bank,0,1.3174147,0,3.15E-06
osmanabad jan sahakari,0,32.02331851,0,7.65E-05
wani nagari sahakari bank ltd wani,0,0.2471391,0,5.91E-07
kashmir mercantile coop bank,0,1.1924492,0,2.85E-06
wana nagrik sahakari bank ltd hinganghat,0,15.39043476,0,3.68E-05
the bhupathi raju coop credit bank,0,0.5241179,0,1.25E-06
the bhagyalakshmi mahila sahakari bank ltd nanded,0,23.26372318,0,5.56E-05
the bhagalpur central coopertative,0,0.8651296,0,2.07E-06
the barmer central coop bank,0,10.60208186,0,2.53E-05
the baramati sahakari bank,0,91.7021457,0,0.000219148
the agrasen nagari sahakari bank ltd akola,0,5.47647009,0,1.31E-05
belladbegewadi urban souhard sahakari,0,0.8633351,0,2.06E-06
pooranwadi nagarik sahakari,0,34.30153937,0,8.20E-05
ponnampet town cooperative bank niyamitha,0,0.0474432,0,1.13E-07
pimpalgaon merchants coop bank,0,11.36436797,0,2.72E-05
universal cooperative urban bank,0,0.1865452,0,4.46E-07
ujjivan small finance bank,0,559.7557667,0,0.001337695
the akki alur urban cooperative bank,0,0.0135662,0,3.24E-08
the cardamom merchants cooperative bank,0,0.5020095,0,1.20E-06
the buldana district central co op bank ltdbuldan,0,0.1630398,0,3.90E-07
calicut co op urban bank,0,3.657230494,0,8.74E-06
brahmapuri urban coop bank,0,1.9516826,0,4.66E-06
district co operative bank ltd raebareli,0,5.0403417,0,1.20E-05
khamgaon urban coop bank,0,81.59430507,0,0.000194993
kerala mercantile co op bank,0,0.684165,0,1.64E-06
yeshwant nagari sahakari bank ltd latur,0,0.7460447,0,1.78E-06
abhivriddhi mahila sahakara bank niyamita,0,0.003,0,7.17E-09
uttrakhand coop bank,0,3.289935735,0,7.86E-06
urban cooperative bank ltd budaun,0,0.1042531,0,2.49E-07
ajmer central cooperative bank,0,4.446802,0,1.06E-05
paytm payments bank,0,0.469207,0,1.12E-06
parshwanath coop bank,0,10.60970483,0,2.54E-05
agroha coop bank,0,2.063421,0,4.93E-06
agartala co operative urban,0,0.2360768,0,5.64E-07
adhyapaka urban coop bank,0,0.108078,0,2.58E-07
doha bank qsc,0,8.608515025,0,2.06E-05
the bijapur mahalaxmi urban co op,0,0.5824962,0,1.39E-06
dhule and nandurbar jilha sarkari nokaranchi,0,0.208089,0,4.97E-07
the krishnagar city cooperative bank,0,0.3428117,0,8.19E-07
the krishna dist coop central bank,0,4.936755156,0,1.18E-05
jalna merchants coopertaive bank,0,27.85216793,0,6.66E-05
jalgaon janta sahakari bank,0,120.7862536,0,0.000288653
jalaun district cooperative bank,0,2.0208312,0,4.83E-06
jai tuljabhavani urban coop bank ltd osmanabad,0,0.153235,0,3.66E-07
jai kalimata mahila urban coop bank,0,0.0004206,0,1.01E-09
jagruti cooperative urban bank,0,0.2018171,0,4.82E-07
dr ambedkar nagrik sahakari,0,0.4984748,0,1.19E-06
the yeola merchants co operative bank ltd yeola,0,0.8431784,0,2.02E-06
the yemmiganur co operative town bank,0,0.0051745,0,1.24E-08
the yavatmal urban coop bank,0,83.34207709,0,0.00019917
the yaragatti urban co operative credit bank,0,0.3779374,0,9.03E-07
the wai urban coop bank ltdsatara,0,26.98122262,0,6.45E-05
quilon coop urban bank,0,3.8190415,0,9.13E-06
neyyattinkara coop urban bank,0,0.02685,0,6.42E-08
nedumangad cooperative urban bank,0,0.0416379,0,9.95E-08
navabharat cooperative urban bank,0,0.1517434,0,3.63E-07
the vishakhapatnam,0,27.90213869,0,6.67E-05
the vaniyambadi town coop bank,0,0.0957121,0,2.29E-07
bilaspur nagrik sahakari bank,0,2.19093581,0,5.24E-06
the churu central cooperative bank,0,1.173883436,0,2.81E-06
junagarh commercial coop bank,0,38.94038804,0,9.31E-05
the dausa kendriya sahakari bank,0,1.8379202,0,4.39E-06
the coastal urban coop bank,0,0.7380339,0,1.76E-06
the gokarananath cooperative bank,0,2.748454732,0,6.57E-06
the adarsha pattana souhardha sahakari,0,0.0102962,0,2.46E-08
ashok sahakari bank,0,11.38442531,0,2.72E-05
narayanaguru urban cooperative bank,0,0.064055,0,1.53E-07
nalbari urban cooperative bank,0,0.7755036,0,1.85E-06
nagrik sahakari bank maryaditdurg,0,1.4368769,0,3.43E-06
nagrik sahakari bank maryadit shivpuri,0,0.29,0,6.93E-07
the co operative urban bank ltd kottarakara,0,0.2396067,0,5.73E-07
bilagi pattan sahakari bank niyamit,0,2.2403466,0,5.35E-06
bhuj mercantile coop bank,0,31.64700974,0,7.56E-05
the bkomarapalayam coop urban bank,0,0.0946201,0,2.26E-07
the bijnor urban cooperative bank,0,2.5361044,0,6.06E-06
ujjain audhyogik vikas nagrik sahakari bank mydt,0,0.1539354,0,3.68E-07
udyam vikas sahakari bank ltdpune,0,6.227859705,0,1.49E-05
trichengode coop urban bank,0,0.005,0,1.19E-08
priyadarshini mahila urban sahakari bank niyamitha,0,0.0225,0,5.38E-08
priyadarshani mahila nagari sahakari bank ltd beed,0,1.55203,0,3.71E-06
pravara sahakari bank,0,13.55877916,0,3.24E-05
porbandar vibhagiya nagarik sahakari bank,0,1.982903036,0,4.74E-06
drbabasaheb ambedkar bank,0,0.933069,0,2.23E-06
bhadradri coop urban bank,0,5.414339865,0,1.29E-05
belur urban cooperative bank,0,2.958007679,0,7.07E-06
tiruvalla east coop bank,0,0.3011188,0,7.20E-07
the cherplacheri urban cooperative bank,0,1.5323923,0,3.66E-06
the changanacherry coop urban bank,0,0.0205298,0,4.91E-08
the alleppey urban cooperative bank,0,0.0360161,0,8.61E-08
the akola district central coop bank ltd akola,0,65.05259064,0,0.000155462
tirunelveli junction coop urban bank,0,0.00252,0,6.02E-09
etah district co operative,0,1.0969059,0,2.62E-06
dwarakadas mantri nagari sahakari bank,0,0.502889043,0,1.20E-06
drjaiprakash mundada urban coop bank,0,0.6967234,0,1.67E-06
bhagini nivedita sahakari,0,25.2182766,0,6.03E-05
the muslim coop bank,0,1.5771481,0,3.77E-06
the modern coop bank ltdchalisgaon,0,1.102783924,0,2.64E-06
the midnapore peoples cooperative bank,0,0.397625742,0,9.50E-07
the mettupalayam cooperative urban bank,0,0.054,0,1.29E-07
the merchants urban co operative bank,0,0.368306993,0,8.80E-07
the merchants liberal co operative bank,0,2.912273961,0,6.96E-06
shri mahaveer urban coop bank,0,131.1796957,0,0.000313491
shri mahant shivayogi sahakari bank,0,0.0961173,0,2.30E-07
manorama coop bank,0,3.993290554,0,9.54E-06
manmad urban cooperative bank ltd manmad,0,0.4505988,0,1.08E-06
manipal cooperative bank,0,4.072392095,0,9.73E-06
sarakari naukarara sahakari bank niyamit,0,1.4165795,0,3.39E-06
the mattancherry mahajanik cooperative urban,0,0.362075236,0,8.65E-07
chikmagalur pattana sahakara bank niyamitha,0,0.6642097,0,1.59E-06
central co operative bank,0,0.4352084,0,1.04E-06
the khanapur cooperative bank,0,0.2132665,0,5.10E-07
the kattappana urban coop bank,0,0.1206136,0,2.88E-07
the kasargod cooperative town bank,0,0.4853798,0,1.16E-06
the karunagappally taluk urban coop bank,0,0.041905,0,1.00E-07
the karim nagar co operative urban bank,0,0.341892,0,8.17E-07
jamshedpur urban cooperative bank,0,0.975117782,0,2.33E-06
the manjeri co operative urban bank,0,6.8178608,0,1.63E-05
shri vijay mahantesh co operative bank,0,0.7229674,0,1.73E-06
malviya urban coop bank,0,52.40859825,0,0.000125245
indore cloth market coop,0,16.87779429,0,4.03E-05
soubhagya mahila souhardha sahakari bank niyamith,0,0.2555174,0,6.11E-07
sonbhadra nagar sahkari bank,0,0.8579818,0,2.05E-06
solapur social urban coop bk,0,40.95664177,0,9.79E-05
madura sourashtra coop,0,0.2677747,0,6.40E-07
madhyanchal gramin,0,56.6632989,0,0.000135413
madheshwari urban development coop bank,0,12.9704677,0,3.10E-05
societe generale,0,0.207878,0,4.97E-07
the kakinada coop town bank,0,4.1308119,0,9.87E-06
the kaduthuruthy urban co operative bank,0,0.7354732,0,1.76E-06
the janata sahakari bank ltd yeola,0,1.2980038,0,3.10E-06
the muvattupuzha urban cooperative bank,0,1.4068291,0,3.36E-06
hitachi payment service private,0,1.9475287,0,4.65E-06
mainpuri zila sahkari bank,0,0.3085999,0,7.37E-07
mahismati nagrik sahakari bank ltd mandla,0,0.457075221,0,1.09E-06
shri gurusiddheshwar coop bank,0,0.1969186,0,4.71E-07
shri gowardhansinghi raghuvanshi sahakri bank,0,0.530156077,0,1.27E-06
shri gajanan nagari sahakari bank,0,3.58237823,0,8.56E-06
shri d t patil co op bank,0,0.6447682,0,1.54E-06
shri bhausaheb thorat amrutvahini sahakari bank lt,0,4.0052433,0,9.57E-06
the nagar sahakari bank ltd gorakhpur nagar nigam,0,1.015576846,0,2.43E-06
the nabadwip cooperative credit,0,3.009136821,0,7.19E-06
the mysore merchants,0,17.72188064,0,4.24E-05
the mysore chamarajanagar dccb,0,28.01818322,0,6.70E-05
indira mahila sahakari bank ltd nandurbar,0,2.004912245,0,4.79E-06
the bagalkot cooperative bank,0,0.00553,0,1.32E-08
the badagara coop urban,0,0.328804,0,7.86E-07
the azad co operative bank,0,2.027456725,0,4.85E-06
vaikom urban coopbank,0,0.0589432,0,1.41E-07
vaijanath appasaraf marathwada nagarisahakari,0,0.3981375,0,9.51E-07
the balusseri coop urban,0,0.2226966,0,5.32E-07
the balotra urban co op bank,0,22.46470006,0,5.37E-05
the aryapuram co operative urban bank,0,0.829392422,0,1.98E-06
the arsikere urban,0,0.047357,0,1.13E-07
vidyanand coop bank,0,6.275100412,0,1.50E-05
vyavasayik evam audhyogik sahakari bank,0,1.85596997,0,4.44E-06
shri veershaiv coop bank ltd kolhapur,0,53.46994271,0,0.000127782
karamana cooperative urban bank,0,0.0104538,0,2.50E-08
khargone nagrik sahakari bank ltd khargone,0,0.3050986,0,7.29E-07
konoklota mahila urban coop bank,0,0.0225286,0,5.38E-08
the kumbakonam coop urban bank,0,0.0312322,0,7.46E-08
the bihar awami cooperative bank,0,1.03834,0,2.48E-06
kanaka pattana sahakara bank niyamita,0,0.0272616,0,6.51E-08
visl employees,0,0.0017616,0,4.21E-09
vishwas coop bank,0,26.78401269,0,6.40E-05
vishwakalyan sahakara bank niyamit,0,0.0031152,0,7.44E-09
virudhunagar co operative urban bank,0,0.03969,0,9.49E-08
virajpet pattana sahakara bank niyamtha,0,0.3809,0,9.10E-07
vikas sahakari bk,0,26.01614522,0,6.22E-05
adarniya p d patil sah,0,5.8847383,0,1.41E-05
shri siddeshwar cooperative bank ltd ranebennur,0,0.8533505,0,2.04E-06
shri sharan veereshwar sahakari bank niya nalatwad,0,0.0106505,0,2.55E-08
shri narsinha saraswati sahakri bank,0,0.0061,0,1.46E-08
the mangaldai nagar sambai bank,0,0.5934234,0,1.42E-06
the kopargaon peoples co operative bank,0,7.593188863,0,1.81E-05
smriti nagrik sahakari bank maryadit,0,11.59707682,0,2.77E-05
sikar kendriya sahakari bank,0,2.996884593,0,7.16E-06
siddheswar sah,0,43.96247583,0,0.000105061
siddheshwar sahakari bank ltd latur,0,3.376456482,0,8.07E-06
banda district cooperative bank,0,3.25316615,0,7.77E-06
bally,0,0.0579669,0,1.39E-07
kalyansagar urban coop bank,0,0.1030263,0,2.46E-07
the mahesh urban co op bank ltd parli,0,0.7135986,0,1.71E-06
australia and newzealand banking group,0,1.817038301,0,4.34E-06
siddaganga urban co operative bank,0,2.3227777,0,5.55E-06
the madanapalle co operative town bank,0,0.0933094,0,2.23E-07
the laxmi urban cooperative bank,0,0.2124635,0,5.08E-07
the kurukshetra central coop bank,0,4.13006688,0,9.87E-06
the kumta urban,0,0.16638898,0,3.98E-07
dharmavir sambhaji urban cooperative bank,0,12.0230104,0,2.87E-05
adarsh cooperative bank,0,95.4847306,0,0.000228188
adarsh mahila mercantile cooperative bank,0,1.83567898,0,4.39E-06
daund urban co operative bank ltd daund,0,1.848398621,0,4.42E-06
kamala coop bank,0,1.3862879,0,3.31E-06
the kodungallur town coopbank,0,4.8960756,0,1.17E-05
sri lakshmi narayana coop urban bank,0,0.1654248,0,3.95E-07
sri lakshmi mahila sahakara bank niyamitha,0,0.2498713,0,5.97E-07
sri krishnarajendra coop bank,0,0.2350832,0,5.62E-07
janata sahakari bank ltd gondia,0,16.54271622,0,3.95E-05
the guruvayur coopurban bank,0,0.3586663,0,8.57E-07
the gurdaspur central coop,0,3.367194395,0,8.05E-06
anuradha urban coop bank ltd chikhil,0,2.1953862,0,5.25E-06
seven hills cooperative urban,0,1.36495625,0,3.26E-06
sawai madhopur urban co operative bank,0,0.5583676,0,1.33E-06
bhind nagrik sahakari bank maryadit bhind,0,0.5896083,0,1.41E-06
bhilai nagrik sahakari bank ltd maryadit,0,1.0612341,0,2.54E-06
shree laxmi coop bank,0,21.19702385,0,5.07E-05
bharathiya sahakara bank niyamitha,0,0.5159335,0,1.23E-06
the ranga reddy cooperative urban bank,0,0.28191,0,6.74E-07
the ranchi khunti central,0,0.085749,0,2.05E-07
the rajapalayam coop urban bank,0,0.174905,0,4.18E-07
the innespeta coopurban bank,0,0.0119535,0,2.86E-08
the industrial cooperative bank,0,9.082141684,0,2.17E-05
the hukkeri urban cooperative bank,0,0.2411069,0,5.76E-07
the hospet cooperative city bank,0,0.8724456,0,2.08E-06
the hooghly cooperative credit bank,0,1.427695865,0,3.41E-06
the haveri urban,0,0.641594139,0,1.53E-06
jhalawar kendriya sahkari bank,0,3.864444264,0,9.24E-06
jath urban cooperative bank ltd jath,0,2.5851089,0,6.18E-06
bhavani urban co op bank ltd georai dist beed,0,2.1935846,0,5.24E-06
the ghatal peoples cooperative bank,0,0.3627709,0,8.67E-07
the gayatri coop urban bank,0,47.88628807,0,0.000114438
the ganganagar kendriya sahakari,0,4.407498271,0,1.05E-05
the sindgi urban coop bank,0,0.0003603,0,8.61E-10
the sind co operative urban bank,0,1.5731684,0,3.76E-06
the shoranur coop urban bank,0,0.1401768,0,3.35E-07
the shillong coop urban bankltd,0,15.1383979,0,3.62E-05
the shevapet urban coop,0,0.6636116,0,1.59E-06
abhyudaya mahila urban coop bank ltd channapatna,0,0.15,0,3.58E-07
santragachi co operative bank,0,2.483282886,0,5.93E-06
mudgal urban cooperative bank,0,0.25804526,0,6.17E-07
sri lakshminarayana cooperative bank,0,0.5319702,0,1.27E-06
mohol urban coop bank ltd mohol,0,0.4128272,0,9.87E-07
merchants cooperative bank,0,1.0385054,0,2.48E-06
the secunderabad co operative urban bank,0,0.2304123,0,5.51E-07
the secundarabad mercantile co op urban bank,0,3.496801066,0,8.36E-06
the sawai madhopur kendriya sahakari bank,0,2.9406227,0,7.03E-06
guna nagarik sahakari bank maryaditguna,0,1.13285555,0,2.71E-06
gulbarga yadgir dist coop central,0,2.4611136,0,5.88E-06
godavari urban cooperative bank,0,1.1897188,0,2.84E-06
stcoop bank,0,55.30066702,0,0.000132157
stambhadri coop urban bank,0,0.1836934,0,4.39E-07
sriramnagar pattana sahakara bank niyamith,0,0.0774906,0,1.85E-07
sri siddarameshwara sahakara bank niyamitha,0,0.4066601,0,9.72E-07
mslmuslim coop bank,0,37.2951314,0,8.91E-05
sri channabasavaswamy souharda sahakari bank niyam,0,0.5743327,0,1.37E-06
sri bhagwathi cooperative urban,0,1.6791503,0,4.01E-06
sri basaveshwara pattana sahakara bank niyamitha,0,0.02765,0,6.61E-08
sri basaveshwar sahakar bank niyamita,0,3.4643651,0,8.28E-06
sri basaveshwar pattana sahakari bank niya sindgi,0,0.0049,0,1.17E-08
sri ambabhavani urban co op bank,0,0.3837756,0,9.17E-07
sree harihareshwara urban cooperative bank,0,0.0207235,0,4.95E-08
the jagruti coop bank,0,0.1737739,0,4.15E-07
the islampur urban cooperative bank,0,1.1711786,0,2.80E-06
the pragati urban co perative bank ltd manmad,0,2.991545328,0,7.15E-06
the postal and rms employees coop bank,0,1.609531675,0,3.85E-06
shivshakti urban coop bank,0,3.9121606,0,9.35E-06
the payyoli cooperative urban bank,0,0.868569,0,2.08E-06
the payyanur coop town bank,0,1.0378269,0,2.48E-06
the payangadi urban cooperative bank,0,0.6000949,0,1.43E-06
the patliputra central cooperative bank ltd patna,0,0.0052214,0,1.25E-08
the palghat coop urban bank,0,1.8271435,0,4.37E-06
the palayamkottai urban cooperative bank,0,0.0867916,0,2.07E-07
the pachhapur urban cooperative bank,0,0.0905381,0,2.16E-07
the nilambur cooperative urban bank,0,7.5311001,0,1.80E-05
the nellai nagar cooperative urban bank,0,0.17323,0,4.14E-07
shree samarth coop bank,0,12.24677863,0,2.93E-05
shree murugharajendra co op bank,0,0.4529745,0,1.08E-06
shree mahabaleshwar cooperative bank,0,0.01152,0,2.75E-08
the ponani coop urban bank,0,1.4452318,0,3.45E-06
shivdaulat sahakari bank ltd satara,0,1.2411819,0,2.97E-06
shivaji nagari sahakari bank,0,5.907239081,0,1.41E-05
shiva sahakari bank niyamitha tarikere,0,0.4878242,0,1.17E-06
shiggaon urban cooperative bank,0,0.4194766,0,1.00E-06
the puttur cooperative town,0,0.1565789,0,3.74E-07
the pune urban coop,0,35.02988249,0,8.37E-05
the proddatur cooperative town bank,0,0.6669338,0,1.59E-06
the pritisangam sahakari bank ltd karad,0,0.1689477,0,4.04E-07
city co operative bank,0,0.2046969,0,4.89E-07
citizens urban co operative,0,1.383485,0,3.31E-06
citizen co op,0,4.043315999,0,9.66E-06
sri ganapathi urban co operative bank,0,2.3123504,0,5.53E-06
chittorgarh urban coop bank,0,3.812282374,0,9.11E-06
hanamasagar urban co operative bank,0,0.1552771,0,3.71E-07
shree gajanan urban cooperative bank,0,2.51755345,0,6.02E-06
mehkar urban coop bank ltd mehkar,0,0.2724977,0,6.51E-07
meenachil east urban coop bank,0,1.4587371,0,3.49E-06
mdpawar peoples cooperative bank,0,1.677465,0,4.01E-06
mayuram coop urban bank,0,0.1611519,0,3.85E-07
mashreq,0,0.2139924,0,5.11E-07
markandey nagari sahakari bank,0,3.386226,0,8.09E-06
the jalna district central cooperative bank,0,20.5775838,0,4.92E-05
the jaisalmer central coopertiave bank,0,0.78406153,0,1.87E-06
sri kamalambika coop urban bank,0,0.0202764,0,4.85E-08
churu zila urban co operative,0,0.8568178,0,2.05E-06
